,Country,Region,Year,Ladder,Log GDP,Social Supp,Life expectancy,Freedom,generosity,Corruption,Violence,Rate Beds,Rate Medical,Rate Nursing,Rate Dentists,poverty_gap,poverty_severity,gini
992,Moldova,Central and Eastern Europe,2013,5.756,9.192,0.803,62.26,0.658,-0.069,0.941,0.000808572,58.3,29.849,65.441,5.125,7.431627152874439e-05,2.294235271672317e-05,0.28534158888897
993,Moldova,Central and Eastern Europe,2012,5.996,9.105,0.826,61.94,0.602,-0.05,0.955,0.046490479,62.3,28.048,65.143,4.762,0.0001949849938338792,4.06653688764414e-05,0.2915883934851393
994,Moldova,Central and Eastern Europe,2011,5.792,9.111,0.869,61.62,0.628,-0.082,0.957,-0.049293749,61.9,27.393,64.046,4.651,0.00026177917193754706,7.164427068774709e-05,0.3062857565763106
995,Moldova,Central and Eastern Europe,2010,5.59,9.054,0.847,61.3,0.598,-0.088,0.929,-0.381340742,61.8,26.448,62.745,4.461,0.0008187694847853206,0.00026168367951836787,0.320509202088989
996,Moldova,Central and Eastern Europe,2009,5.554,8.984,0.856,61.12,0.551,-0.099,0.925,-0.583599746,61.5,26.131,61.48,4.249,0.0008960142461781596,0.0002883444495155615,0.32910908035257
997,Moldova,Central and Eastern Europe,2008,5.503,9.045,0.872,60.94,0.641,-0.056,0.926,-0.26793316,61.1,25.401,60.642,4.163,0.0018064002994364,0.0005153391596865042,0.3469244308874358
998,Moldova,Central and Eastern Europe,2007,4.775,8.968,0.804,60.76,0.696,-0.186,0.93,-0.014954031,61.2,25.431,60.158,3.959,0.0021477442976072,0.000924136163603988,0.344210409425115
999,Mongolia,Eastern Asia,2018,5.465,9.386,0.942,62.3,0.696,0.054,0.849,0.833684564,,38.594,42.219,4.09,0.000940697676139858,0.00021658437013977533,0.32740990379669
1001,Mongolia,Eastern Asia,2016,5.057,9.3,0.947,61.9,0.76,0.09,0.9,0.797792852,70.0,28.845,41.015,2.36,0.001009996930597,0.0002314082975512914,0.3234573282626243
1003,Mongolia,Eastern Asia,2014,4.825,9.304,0.943,61.4,0.752,0.146,0.909,0.791901171,,32.038,40.774,,0.0004510476289121396,9.422730091602908e-05,0.3203778993121615
1005,Mongolia,Eastern Asia,2012,4.885,9.158,0.919,60.8,0.688,0.107,0.932,0.471134812,70.0,30.788,38.262,2.851,0.0008062586624873532,0.0002117202696800082,0.3375161508564275
1006,Mongolia,Eastern Asia,2011,5.031,9.061,0.948,60.5,0.7,0.151,0.931,0.606538892,,28.948,36.966,2.376,0.001035570568352,0.0001948488297548733,0.3388350747357589
1007,Mongolia,Eastern Asia,2010,4.586,8.92,0.904,60.2,0.631,0.099,0.928,0.597042263,60.0,27.741,36.544,1.972,0.0015796820946823,0.0003807571809839201,0.3308121209995186
1009,Mongolia,Eastern Asia,2007,4.609,8.833,0.881,58.82,0.781,0.064,0.918,0.668377757,,,,,0.0028667700371218,0.0007638916823511971,0.3582187140554911
1010,Montenegro,Southern Europe,2018,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,0.044278473,,27.395,51.987,0.459,0.0103751319460523,0.0061088002143741,0.368119267302466
1011,Montenegro,Southern Europe,2017,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,-0.057744302,38.6,26.233,50.601,0.459,0.0173869631880043,0.0149081477995377,0.3690682380146614
1012,Montenegro,Southern Europe,2016,5.304,9.839,0.866,68.1,0.569,-0.087,0.849,0.27663064,39.3,25.517,49.534,0.474,0.0152520162906182,0.0129182621483583,0.3848794611715274
1013,Montenegro,Southern Europe,2015,5.125,9.81,0.74,67.9,0.583,-0.144,0.781,0.140797719,39.3,23.502,49.464,0.426,0.0023694628212652,0.0006311300629958617,0.3900503341273924
1014,Montenegro,Southern Europe,2014,5.283,9.777,0.863,67.74,0.503,0.097,0.768,0.219455272,39.3,21.599,53.807,0.394,0.0,0.0,0.3192652201149869
1015,Montenegro,Southern Europe,2014,5.283,9.777,0.863,67.74,0.503,0.097,0.768,0.219455272,39.3,21.599,53.807,0.394,0.0039184145103218,0.0020353161810293,0.3877217176093115
1016,Montenegro,Southern Europe,2013,5.074,9.76,0.736,67.58,0.502,-0.176,0.693,0.504595459,38.9,21.265,53.273,0.394,0.0019834662303376,0.0003919746870666644,0.3244293633664123
1017,Montenegro,Southern Europe,2013,5.074,9.76,0.736,67.58,0.502,-0.176,0.693,0.504595459,38.9,21.265,53.273,0.394,0.0099100892987528,0.0045722582464823,0.3902172862798748
1018,Montenegro,Southern Europe,2012,5.219,9.726,0.704,67.42,0.462,-0.192,0.755,0.596563041,39.7,20.155,48.807,0.395,0.0049146359980949,0.0021665377072404,0.3227373604595381
1019,Montenegro,Southern Europe,2012,5.219,9.726,0.704,67.42,0.462,-0.192,0.755,0.596563041,39.7,20.155,48.807,0.395,0.0121791790221446,0.0082346144091383,0.4121592631271903
1020,Montenegro,Southern Europe,2011,5.223,9.755,0.818,67.26,0.546,-0.226,0.762,0.565341532,39.8,19.927,50.712,0.38,0.0007726131645964852,0.00028258197368307103,0.3081985384468272
1021,Montenegro,Southern Europe,2010,5.455,9.724,0.805,67.1,0.552,-0.206,0.757,0.584210992,39.8,20.222,52.266,0.412,0.0,0.0,0.2889309673494813
1022,Montenegro,Southern Europe,2009,4.801,9.699,0.816,66.8,0.556,-0.101,0.838,0.817372143,39.4,20.754,55.165,,0.0,0.0,0.3100851633209229
1023,Montenegro,Southern Europe,2007,5.196,9.693,0.832,66.2,0.512,-0.134,0.815,0.108533092,40.5,19.513,53.664,,0.00012650078774782046,4.437174066432414e-06,0.3144806772720314
1028,Morocco,Northern Africa,2013,5.142,8.829,0.597,64.4,0.572,-0.21,0.771,-0.493017614,8.5,6.304,9.7,,0.0025179679579056,0.0007272900954422608,0.3954850870115624
1036,Mozambique,Sub-Saharan Africa,2008,4.654,6.865,0.756,46.2,0.514,0.006,0.864,0.383096486,,,3.96,,0.3301554401225918,0.1918458772878093,0.4557833707287264
1039,Myanmar,Southeast Asia,2017,4.154,8.464,0.795,58.7,0.886,0.65,0.619,-1.084839106,10.4,8.818,,0.823,0.0031975621999695,0.0008374578840733757,0.306968695324388
1041,Myanmar,Southeast Asia,2015,4.224,8.359,0.752,58.1,0.808,0.688,0.633,-1.165066719,,,,0.635,0.0144916242729983,0.0050821746934752,0.380685092047418
1057,Nepal,Southern Asia,2010,4.35,7.765,0.779,59.2,0.519,0.092,0.911,-1.583971143,,,,,0.0158188778178263,0.0049867106620392,0.3284058617688756
1061,Netherlands,Western Europe,2018,7.463,10.941,0.939,72.3,0.92,0.161,0.371,0.85426724,31.7,36.607,113.675,5.54,0.0005527674508252636,0.0003772719108327484,0.2812108040445857
1062,Netherlands,Western Europe,2017,7.459,10.921,0.937,72.2,0.92,0.25,0.363,0.921112537,32.8,35.875,111.251,5.483,0.0007094051139596413,0.000378638384539025,0.2853581942783636
1063,Netherlands,Western Europe,2016,7.541,10.899,0.926,72.1,0.907,0.239,0.433,0.912267506,34.1,35.174,108.365,5.083,0.0001628152028877532,7.974822096698662e-05,0.2817356975068367
1064,Netherlands,Western Europe,2015,7.324,10.882,0.879,72.0,0.904,0.261,0.412,0.926119328,34.9,34.707,106.842,5.123,0.00015582973265055382,6.226226352452453e-05,0.2824157950619425
1065,Netherlands,Western Europe,2014,7.321,10.867,0.909,71.88,0.91,0.331,0.457,1.045115352,,34.07,104.913,4.96,0.00013831949049218574,6.637653768875447e-05,0.2863141872248779
1066,Netherlands,Western Europe,2013,7.407,10.857,0.925,71.76,0.919,0.305,0.505,1.143815398,36.1,33.011,123.874,4.93,0.00018598677907526008,4.870187559969001e-05,0.2810647938668688
1067,Netherlands,Western Europe,2012,7.471,10.861,0.939,71.64,0.877,0.288,0.434,1.187464714,37.5,32.475,122.815,4.939,0.00035413780506956383,0.00023153526030313603,0.2762093080077552
1068,Netherlands,Western Europe,2011,7.564,10.875,0.938,71.52,0.925,0.336,0.359,1.113630772,38.4,31.312,120.715,4.925,0.000702072510734729,0.000524334010881092,0.2775008685034134
1069,Netherlands,Western Europe,2010,7.502,10.864,0.957,71.4,0.921,0.349,0.399,0.940750122,40.5,29.633,119.221,4.718,0.0001073432667623212,4.8065129798906535e-05,0.2784524730895066
1070,Netherlands,Western Europe,2008,7.631,10.899,0.944,71.0,0.883,0.365,0.419,0.863551974,42.7,28.675,202.03,4.492,0.0006436552657029243,0.0003813815668465226,0.2929801219819222
1071,Netherlands,Western Europe,2007,7.452,10.881,0.944,70.8,0.896,0.344,0.445,0.778468788,43.1,27.919,198.255,4.475,0.0001373590104230353,8.220952287528651e-05,0.2959277822229548
1087,Nicaragua,Latin America and Caribbean,2014,6.275,8.602,0.839,66.38,0.817,0.104,0.699,-0.040780123,9.3,8.85,13.405,0.419,0.0085770303531977,0.0031881130792167,0.4615629418573036
1092,Nicaragua,Latin America and Caribbean,2009,5.353,8.407,0.835,65.16,0.746,0.07,0.794,-0.305793792,,7.001,12.971,0.459,0.0218667855958954,0.0089356885099598,0.4394216095804694
1095,Niger,Sub-Saharan Africa,2018,5.164,7.087,0.612,53.5,0.791,0.009,0.637,-1.364557862,,0.362,2.22,0.013,0.1554543509478799,0.0644164870470143,0.3725942448068865
1099,Niger,Sub-Saharan Africa,2014,4.181,7.027,0.753,51.48,0.688,-0.046,0.605,-1.175840497,,0.27,3.045,0.011,0.1811730589571393,0.0802337958654963,0.3427657603785816
1102,Niger,Sub-Saharan Africa,2011,4.556,6.925,0.818,49.92,0.78,-0.055,0.549,-0.878004491,,,,,0.192124750814004,0.0798805238102117,0.314517146382684
1106,Niger,Sub-Saharan Africa,2007,4.277,6.881,0.726,47.12,0.584,-0.056,0.748,-0.459753156,,,,,0.3471623613067809,0.1842410539840651,0.3730445422997349
1107,Nigeria,Sub-Saharan Africa,2018,5.252,8.548,0.741,49.7,0.79,-0.01,0.866,-2.101823092,,3.757,9.141,0.22,0.0897966862218375,0.0365468448496392,0.3512774279386329
1110,Nigeria,Sub-Saharan Africa,2015,4.933,8.615,0.812,48.5,0.68,-0.035,0.926,-1.925442815,,,,,0.0935626114112462,0.0378849715396891,0.3587977866103451
1112,Nigeria,Sub-Saharan Africa,2012,5.493,8.543,0.818,47.12,0.652,0.066,0.9,-2.042073727,,,,,0.0989735092613591,0.0403157756501702,0.3551300721594593
1113,Nigeria,Sub-Saharan Africa,2010,4.76,8.504,0.824,46.2,0.565,0.067,0.911,-2.211123228,,,13.361,0.519,0.1031731604574946,0.0423373206179017,0.356502096911836
1123,North Macedonia,Central and Eastern Europe,2018,5.24,9.677,0.849,65.389,0.745,-0.041,0.91,-0.208728835,,,,,0.0121584876525122,0.0059859344963166,0.3296070245478671
1124,North Macedonia,Central and Eastern Europe,2017,5.234,9.65,0.8,65.303,0.752,-0.059,0.856,-0.254332393,42.8,,,,0.0183788969494405,0.0106490721659188,0.342002030630848
1125,North Macedonia,Central and Eastern Europe,2016,5.346,9.64,0.871,65.225,0.706,0.08,0.87,-0.351204664,43.7,,,,0.0169935129430605,0.0093548806925643,0.3453469060847218
1126,North Macedonia,Central and Eastern Europe,2015,4.976,9.613,0.766,65.145,0.66,-0.047,0.824,-0.287016064,43.9,28.344,37.4,8.653,0.0216544166794865,0.0123109184747929,0.3559465911430172
1127,North Macedonia,Central and Eastern Europe,2014,5.204,9.576,0.793,65.053,0.645,0.035,0.861,0.256382942,44.0,,,,0.0196484704085223,0.0115688260152613,0.3520543445481174
1128,North Macedonia,Central and Eastern Europe,2013,5.186,9.541,0.832,64.942,0.641,0.025,0.861,-0.416076392,44.5,27.609,41.518,8.111,0.0185214354351562,0.0096005381052381,0.3624293619518693
1129,North Macedonia,Central and Eastern Europe,2012,4.64,9.513,0.798,64.811,0.613,-0.084,0.92,-0.492649525,44.0,27.411,41.005,7.869,0.0292510202529891,0.0165121295841103,0.3813651741315857
1130,North Macedonia,Central and Eastern Europe,2011,4.898,9.518,0.784,64.661,0.607,-0.087,0.865,-0.617963791,45.1,26.937,41.424,7.734,0.0415415115884443,0.025275557728445,0.3937410663666021
1131,North Macedonia,Central and Eastern Europe,2010,4.18,9.496,0.687,64.502,0.513,-0.058,0.856,-0.518517077,45.9,26.464,41.461,7.637,0.0604843471261277,0.0472405816571694,0.401606220080728
1132,North Macedonia,Central and Eastern Europe,2009,4.428,9.464,0.734,64.349,0.552,-0.042,0.844,-0.298555881,44.8,25.668,40.545,6.819,0.0430579318284903,0.026027395197482,0.4276445516941825
1134,Norway,Western Europe,2018,7.444,11.056,0.966,73.2,0.96,0.094,0.268,1.141178608,35.3,48.574,182.96,8.738,0.0020731521641402,0.0018886176524425,0.2756086233181647
1135,Norway,Western Europe,2017,7.579,11.05,0.95,73.1,0.953,0.236,0.25,1.170478702,36.0,47.345,182.183,8.982,0.0018596860375615,0.0016468036303309,0.2698733019714263
1136,Norway,Western Europe,2016,7.596,11.035,0.96,73.0,0.954,0.133,0.41,1.200074434,36.8,45.805,180.327,8.918,0.0018586237622119,0.0015206666892051,0.2849374554946252
1137,Norway,Western Europe,2015,7.603,11.033,0.947,72.9,0.948,0.257,0.299,1.161716104,37.6,44.513,178.678,8.82,0.0009371478267113468,0.0006898072849085767,0.2749689569653887
1138,Norway,Western Europe,2014,7.444,11.024,0.941,72.68,0.956,0.181,0.405,1.11995852,38.4,44.287,174.404,8.661,0.000773629110220592,0.0006230188128235328,0.2675262676238922
1139,Norway,Western Europe,2012,7.678,11.017,0.948,72.24,0.947,0.147,0.368,1.327469826,39.7,42.314,170.67,8.647,0.0009752798444724498,0.000857390269418268,0.2572626088746468
1140,Norway,Western Europe,2008,7.632,11.042,0.936,71.56,0.947,0.018,0.503,1.285434484,46.4,39.545,160.95,8.789,0.0013763188517259,0.0011008454587184,0.2699653254894942
1142,Pakistan,Southern Asia,2018,5.472,8.464,0.685,58.5,0.773,0.069,0.799,-2.269401312,,9.466,9.245,0.931,0.0062024686222948,0.0012621882951139,0.2958926559759774
1145,Pakistan,Southern Asia,2015,4.823,8.361,0.562,57.3,0.587,0.085,0.717,-2.482707977,6.0,8.755,4.492,0.789,0.0067115240795818,0.0014217103797145,0.3129126582255978
1147,Pakistan,Southern Asia,2013,5.138,8.311,0.607,56.86,0.448,0.1,0.792,-2.603302002,6.0,8.17,4.917,0.668,0.0106394585023187,0.0024377151589865,0.2952857307972767
1149,Pakistan,Southern Asia,2011,5.267,8.276,0.51,56.42,0.376,0.03,0.857,-2.810035467,6.0,7.672,3.911,0.587,0.0129902636929198,0.00281068526815,0.2969795699158644
1150,Pakistan,Southern Asia,2010,5.786,8.27,0.571,56.2,0.364,0.3,0.852,-2.675933123,6.0,7.452,5.163,0.54,0.0133121500594175,0.0030707751448909,0.2878086383231298
1153,Pakistan,Southern Asia,2007,5.671,8.277,0.479,55.0,0.396,0.089,0.794,-2.432705164,10.0,7.028,,,0.0228648807620774,0.0054660648316136,0.2966950242008341
1166,Panama,Latin America and Caribbean,2018,6.281,10.343,0.904,69.6,0.861,-0.131,0.837,0.260900378,,16.1,30.826,2.958,0.0040717538697182,0.0020240170585953,0.4921247336244876
1167,Panama,Latin America and Caribbean,2017,6.568,10.324,0.912,69.5,0.9,-0.17,0.841,0.38981697,,15.9,30.947,3.042,0.0077457375122064,0.0047454716779287,0.4988850259167593
1168,Panama,Latin America and Caribbean,2016,6.118,10.287,0.882,69.4,0.884,-0.102,0.837,0.411430061,22.5,15.741,29.943,2.777,0.0040537539778768,0.0019158829159794,0.5040773378206999
1169,Panama,Latin America and Caribbean,2015,6.606,10.255,0.883,69.3,0.847,-0.007,0.81,0.386077255,22.9,15.805,27.7,2.997,0.0040440145615416,0.0019206157768649,0.5080666314561102
1170,Panama,Latin America and Caribbean,2014,6.631,10.217,0.873,69.1,0.894,0.002,0.847,0.209008202,22.4,,29.59,,0.0088700492024333,0.0043046908391695,0.504668693169575
1171,Panama,Latin America and Caribbean,2013,6.866,10.184,0.896,68.9,0.811,0.018,0.814,-0.141260922,23.0,15.878,29.412,2.714,0.0059875754283157,0.0026805102291785,0.5145719500333703
1172,Panama,Latin America and Caribbean,2012,6.86,10.135,0.897,68.7,0.783,-0.002,0.796,-0.179432675,23.3,16.046,,3.281,0.0108515626577736,0.0048532707825699,0.5173995612001872
1173,Panama,Latin America and Caribbean,2011,7.248,10.059,0.876,68.5,0.829,0.009,0.84,-0.028218862,22.7,15.049,23.258,3.02,0.0068161724605833,0.0032047010233897,0.5134831487183772
1174,Panama,Latin America and Caribbean,2010,7.321,9.969,0.928,68.3,0.755,-0.009,0.88,-0.116048209,23.0,14.132,24.895,3.011,0.0098083895077757,0.0041841607781873,0.5160976183841732
1175,Panama,Latin America and Caribbean,2009,7.034,9.93,0.905,68.2,0.721,0.014,0.889,0.062279519,,13.166,,2.899,0.0063433064889013,0.0024349909096348,0.5177117253897582
1176,Panama,Latin America and Caribbean,2008,6.931,9.935,0.922,68.1,0.707,0.06,0.881,-0.097780146,,13.89,,2.832,0.0105284121172563,0.0039658308666936,0.5269338364776662
1177,Panama,Latin America and Caribbean,2007,6.894,9.859,0.937,68.0,0.64,0.083,0.915,-0.061348125,,13.116,,2.751,0.022174161852598,0.0112542173397385,0.5268925913488975
1178,Paraguay,Latin America and Caribbean,2017,5.713,9.441,0.902,65.5,0.891,0.003,0.81,0.001770985,,,7.982,,0.0016282740560605,0.000408575943751424,0.485474928510146
1179,Paraguay,Latin America and Caribbean,2016,5.801,9.406,0.94,65.3,0.854,-0.071,0.756,0.141789719,8.3,,7.612,,0.0033384448843841,0.0011001626543969,0.4789971774503213
1180,Paraguay,Latin America and Caribbean,2015,5.56,9.377,0.914,65.1,0.806,-0.008,0.863,0.038498022,7.8,,7.218,,0.004100805854825,0.0014470082370257,0.4760590928201872
1181,Paraguay,Latin America and Caribbean,2014,5.119,9.36,0.959,64.98,0.759,-0.002,0.762,-0.08862751,8.3,,6.656,,0.0061080269196293,0.0024936489588499,0.5070264499777732
1182,Paraguay,Latin America and Caribbean,2013,5.936,9.326,0.939,64.86,0.909,0.046,0.903,-0.735861599,,,6.129,,0.0063603376349121,0.0033034734548048,0.4793603119212047
1183,Paraguay,Latin America and Caribbean,2012,5.82,9.259,0.931,64.74,0.748,0.2,0.774,-0.871902168,,13.849,11.293,1.779,0.0091904935119043,0.003672255300793,0.4763356303104287
1184,Paraguay,Latin America and Caribbean,2011,5.677,9.278,0.869,64.62,0.666,0.191,0.756,-0.692596555,13.6,,,,0.0158779534585449,0.0079527672588243,0.523099315700827
1185,Paraguay,Latin America and Caribbean,2010,5.841,9.25,0.889,64.5,0.726,0.076,0.78,-0.834862232,,,,,0.0172942440101057,0.0080034588080239,0.5098243768628754
1186,Paraguay,Latin America and Caribbean,2009,5.576,9.158,0.9,64.28,0.718,0.027,0.857,-0.883586049,,,,,0.0166300829162797,0.0070346221872098,0.4914576218119505
1187,Paraguay,Latin America and Caribbean,2008,5.57,9.174,0.889,64.06,0.649,0.057,0.891,-0.727450252,,,,,0.0127659942897029,0.0058743585130327,0.5070469119814409
1188,Paraguay,Latin America and Caribbean,2007,5.272,9.126,0.863,63.84,0.699,0.132,0.93,-0.740122914,,,,,0.0243347714639191,0.0111900307484715,0.530412062951908
1189,Peru,Latin America and Caribbean,2018,5.68,9.456,0.845,68.1,0.83,-0.178,0.906,-0.27044335,,13.602,29.573,1.91,0.0095222255008169,0.0037967954826915,0.4238764789835111
1190,Peru,Latin America and Caribbean,2017,5.711,9.434,0.83,67.8,0.827,-0.154,0.895,-0.259545833,15.9,,22.017,,0.0122375046433892,0.0050504985553771,0.4329279002664619
1191,Peru,Latin America and Caribbean,2016,5.701,9.426,0.803,67.5,0.83,-0.134,0.866,-0.201726943,15.9,12.961,21.616,1.837,0.012454405587816,0.0051057438442516,0.4363925620759807
1192,Peru,Latin America and Caribbean,2015,5.577,9.402,0.798,67.2,0.802,-0.09,0.884,-0.397571415,15.5,,20.498,,0.0131945752516676,0.0055618575552222,0.4335640012823589
1193,Peru,Latin America and Caribbean,2014,5.866,9.382,0.819,67.02,0.722,-0.136,0.878,-0.550656915,15.6,,20.643,,0.0134093889494377,0.0056014469790513,0.431392253204194
1194,Peru,Latin America and Caribbean,2013,5.783,9.369,0.797,66.84,0.703,-0.066,0.87,-0.80573976,15.1,,21.926,,0.0156286196819847,0.0065669785941086,0.4388289662627358
1195,Peru,Latin America and Caribbean,2012,5.825,9.322,0.764,66.66,0.703,-0.079,0.867,-0.907364726,15.2,11.317,15.134,1.503,0.0181101171210788,0.0079241472878897,0.4444040867027129
1196,Peru,Latin America and Caribbean,2011,5.892,9.27,0.756,66.48,0.773,-0.123,0.824,-0.760749698,15.3,,,,0.0189175764905162,0.0080631557896203,0.4466015186455082
1197,Peru,Latin America and Caribbean,2010,5.613,9.217,0.812,66.3,0.757,-0.06,0.881,-0.999915421,,,,,0.0205509961483171,0.0088973642887513,0.4553792556791382
1198,Peru,Latin America and Caribbean,2009,5.519,9.145,0.799,66.06,0.638,-0.079,0.88,-1.180047989,,9.401,12.986,1.231,0.0278266927623652,0.0127419276808832,0.4700658072240199
1199,Peru,Latin America and Caribbean,2008,5.129,9.142,0.777,65.82,0.638,-0.067,0.896,-0.892661691,,,,,0.0356198631248177,0.0165605599411327,0.4748733791288847
1200,Peru,Latin America and Caribbean,2007,5.214,9.063,0.756,65.58,0.638,-0.078,0.931,-0.774885893,,16.493,35.534,5.357,0.0459105010348215,0.0223115297927755,0.5002204079292047
1201,Philippines,Southeast Asia,2018,5.869,9.05,0.846,61.9,0.918,-0.108,0.726,-1.092061639,,7.007,47.735,2.458,0.0082850564061538,0.0021683581531107,0.3781170617937848
1202,Philippines,Southeast Asia,2018,5.869,9.05,0.846,61.9,0.918,-0.108,0.726,-1.092061639,,7.007,47.735,2.458,0.0050810330130142,0.0014069588291976,0.4227357856355859
1205,Philippines,Southeast Asia,2015,5.547,8.896,0.854,61.6,0.912,-0.051,0.755,-0.855662465,,,,,0.0154501431544548,0.0044704237282188,0.4035149923744979
1206,Philippines,Southeast Asia,2015,5.547,8.896,0.854,61.6,0.912,-0.051,0.755,-0.855662465,,,,,0.0128449603863943,0.0038767925046719,0.4455041557407556
1209,Philippines,Southeast Asia,2012,5.002,8.756,0.813,61.0,0.914,0.053,0.771,-1.18824029,10.5,,,,0.0258088013656824,0.0080739189554263,0.4222432950678372
1210,Philippines,Southeast Asia,2012,5.002,8.756,0.813,61.0,0.914,0.053,0.771,-1.18824029,10.5,,,,0.0241672379312596,0.0079905144533865,0.4649289833172124
1213,Philippines,Southeast Asia,2009,4.88,8.632,0.775,60.4,0.874,0.004,0.805,-1.728763223,10.6,12.559,56.147,,0.0221333488814212,0.0067613797089699,0.4176033848035519
1214,Philippines,Southeast Asia,2009,4.88,8.632,0.775,60.4,0.874,0.004,0.805,-1.728763223,10.6,12.559,56.147,,0.0246829275495453,0.0081138973696804,0.4630938558937476
1217,Poland,Central and Eastern Europe,2018,6.111,10.366,0.863,69.3,0.87,-0.254,0.72,0.492541552,65.4,,84.07,,3.958505854513929e-06,2.975994441988001e-07,0.3114104860909653
1218,Poland,Central and Eastern Europe,2018,6.111,10.366,0.863,69.3,0.87,-0.254,0.72,0.492541552,65.4,,84.07,,0.0012974352226338,0.0010084638313239,0.3021543938442279
1219,Poland,Central and Eastern Europe,2017,6.201,10.314,0.882,68.9,0.831,-0.122,0.639,0.518378258,66.2,23.43,56.171,3.46,2.905127577331685e-07,4.6563752656006124e-09,0.3029658132299095
1220,Poland,Central and Eastern Europe,2017,6.201,10.314,0.882,68.9,0.831,-0.122,0.639,0.518378258,66.2,23.43,56.171,3.46,0.0019195209854628,0.0014715710380219,0.2968604895514199
1221,Poland,Central and Eastern Europe,2016,6.162,10.266,0.917,68.5,0.871,-0.091,0.848,0.507241964,66.4,23.806,56.764,3.454,1.1321072656207216e-05,4.098668342463019e-06,0.3079634761406324
1222,Poland,Central and Eastern Europe,2016,6.162,10.266,0.917,68.5,0.871,-0.091,0.848,0.507241964,66.4,23.806,56.764,3.454,0.0012071391185309,0.0009030704707514032,0.3118982585111082
1223,Poland,Central and Eastern Europe,2015,6.007,10.235,0.893,68.1,0.793,-0.093,0.81,0.874852359,66.3,22.939,57.024,3.269,0.0,0.0,0.318235288736685
1224,Poland,Central and Eastern Europe,2015,6.007,10.235,0.893,68.1,0.793,-0.093,0.81,0.874852359,66.3,22.939,57.024,3.269,0.0020220631910339,0.0013003966394995,0.3175153504078029
1225,Poland,Central and Eastern Europe,2014,5.75,10.197,0.924,67.94,0.875,-0.064,0.898,0.842940807,66.3,22.727,57.428,3.392,5.991644285481355e-06,9.067726219444536e-07,0.3208015384598016
1226,Poland,Central and Eastern Europe,2014,5.75,10.197,0.924,67.94,0.875,-0.064,0.898,0.842940807,66.3,22.727,57.428,3.392,0.0015478101254154,0.0009286422057216976,0.3282449205947433
1227,Poland,Central and Eastern Europe,2013,5.746,10.164,0.912,67.78,0.776,-0.137,0.916,0.973354995,66.1,22.08,57.87,3.192,4.280832464645346e-06,2.5603808459967084e-07,0.3254952035893118
1228,Poland,Central and Eastern Europe,2013,5.746,10.164,0.912,67.78,0.776,-0.137,0.916,0.973354995,66.1,22.08,57.87,3.192,0.0016954412454588,0.0009850863178860131,0.3313746288283741
1229,Poland,Central and Eastern Europe,2012,5.876,10.149,0.936,67.62,0.811,-0.027,0.888,1.04947865,66.3,22.012,82.974,3.234,3.730797975283104e-05,7.660602478837713e-06,0.3239127715274414
1230,Poland,Central and Eastern Europe,2012,5.876,10.149,0.936,67.62,0.811,-0.027,0.888,1.04947865,66.3,22.012,82.974,3.234,0.0010326899515661,0.0007104374180281823,0.3302033788050839
1231,Poland,Central and Eastern Europe,2011,5.646,10.133,0.905,67.46,0.868,-0.067,0.908,1.072062969,66.3,21.807,57.887,3.375,2.7024140071344715e-05,6.021063142054417e-06,0.3277634344074294
1232,Poland,Central and Eastern Europe,2011,5.646,10.133,0.905,67.46,0.868,-0.067,0.908,1.072062969,66.3,21.807,57.887,3.375,0.0014682589110893,0.000940574984590684,0.331810429131387
1233,Poland,Central and Eastern Europe,2010,5.887,10.085,0.955,67.3,0.795,0.002,0.905,1.01733005,66.1,21.556,57.876,3.251,1.5777017284760006e-06,3.333568912511606e-08,0.3321883360584667
1234,Poland,Central and Eastern Europe,2010,5.887,10.085,0.955,67.3,0.795,0.002,0.905,1.01733005,66.1,21.556,57.876,3.251,0.0013786219294701,0.0007797876424070032,0.3321521740869052
1235,Poland,Central and Eastern Europe,2009,5.772,10.047,0.917,67.1,0.821,0.073,0.898,0.938135386,66.5,21.479,57.753,3.156,1.2615807163230431e-05,1.8744178069766675e-06,0.3357808903813624
1236,Poland,Central and Eastern Europe,2009,5.772,10.047,0.917,67.1,0.821,0.073,0.898,0.938135386,66.5,21.479,57.753,3.156,0.0010076343768182,0.0005566739186279174,0.3335601936168497
1237,Poland,Central and Eastern Europe,2007,5.886,9.978,0.913,66.7,0.772,-0.047,0.925,0.68284601,64.2,21.681,56.93,3.466,6.175273984175204e-05,2.1953535436910387e-05,0.3350893890687124
1238,Poland,Central and Eastern Europe,2007,5.886,9.978,0.913,66.7,0.772,-0.047,0.925,0.68284601,64.2,21.681,56.93,3.466,0.0026928145167699,0.0020733028924229,0.3400268509093544
1239,Portugal,Southern Europe,2018,5.92,10.434,0.887,72.4,0.877,-0.261,0.88,1.129284501,34.5,52.944,71.576,10.589,0.0015227200080787,0.000999060295009521,0.3349256255753484
1240,Portugal,Southern Europe,2017,5.711,10.407,0.9,72.2,0.905,-0.176,0.881,1.118587017,33.9,51.145,69.443,10.101,0.0021370128961018,0.0013168228318178,0.3380384116138792
1241,Portugal,Southern Europe,2016,5.447,10.37,0.905,72.0,0.838,-0.225,0.922,0.974051416,33.9,49.362,67.248,9.557,0.0019922548302602,0.001240219917522,0.3519051831355122
